date,ville,latitude,longitude,T_min,T_max,pluie_mm,vent_kmh,ensoleillement_h,mois,type_plante,stade,humidite_sol,temperature_sol,N,P,K,kc,ET0,superficie_ha,eau_litres,eau_mm
2024-07-11,Marrakech,31.631,-8.008,20.6,44.3,0.0,19.9,13.0,7,Ail,fin,47.2,33.8,129.3,35.0,64.3,0.7,0.0,11.69,0.0,0.0
2024-07-12,Marrakech,31.631,-8.008,22.4,44.5,0.0,17.6,13.0,7,Carotte,fin,16.7,31.6,166.3,71.3,81.2,0.95,0.0,42.31,0.0,0.0
2024-07-13,Marrakech,31.631,-8.008,22.4,40.0,0.0,12.7,13.0,7,Olivier,fin,35.4,30.8,127.7,77.8,142.7,0.65,0.0,8.46,0.0,0.0
2024-07-14,Marrakech,31.631,-8.008,22.1,41.7,0.0,16.1,13.0,7,Tomate,mature,58.2,31.4,53.8,13.6,130.6,1.15,0.0,34.66,0.0,0.0
2024-07-15,Marrakech,31.631,-8.008,21.1,38.5,0.0,19.5,13.0,7,Oignon,fin,32.3,31.1,72.9,67.1,20.9,0.75,0.0,36.47,0.0,0.0
2024-07-16,Marrakech,31.631,-8.008,20.0,37.8,0.0,19.0,13.0,7,Ail,jeune,59.1,30.6,55.8,61.6,12.0,0.7,0.0,29.59,0.0,0.0
2024-07-17,Marrakech,31.631,-8.008,21.5,40.2,0.0,14.8,12.35,7,Carotte,mature,74.3,33.0,163.9,84.9,107.0,1.05,0.0,40.28,0.0,0.0
2024-07-18,Marrakech,31.631,-8.008,25.1,43.0,0.0,18.8,11.59,7,Olivier,jeune,61.3,34.8,76.3,78.2,1.9,0.45,0.0,40.04,0.0,0.0
2024-07-19,Marrakech,31.631,-8.008,26.1,44.3,0.0,18.3,9.18,7,Tomate,fin,20.5,32.8,23.0,38.5,33.6,0.8,0.0,12.6,0.0,0.0
2024-07-20,Marrakech,31.631,-8.008,25.9,41.1,0.0,21.6,13.0,7,Oignon,fin,19.6,31.0,67.6,93.6,101.9,0.75,0.0,6.06,0.0,0.0
2024-07-21,Marrakech,31.631,-8.008,23.2,40.4,0.0,18.9,13.0,7,Ail,mature,46.7,33.0,92.0,55.0,144.3,1.0,0.0,9.05,0.0,0.0
2024-07-22,Marrakech,31.631,-8.008,22.8,44.0,0.0,15.9,12.97,7,Carotte,mature,20.2,32.4,156.9,39.9,71.7,1.05,0.0,25.38,0.0,0.0
2024-07-23,Marrakech,31.631,-8.008,24.2,47.8,0.0,25.0,10.92,7,Olivier,fin,40.0,38.5,156.1,6.5,73.1,0.65,0.0,42.57,0.0,0.0
2024-07-24,Marrakech,31.631,-8.008,28.6,48.5,0.0,25.7,12.23,7,Tomate,mature,66.1,38.0,58.9,8.9,7.0,1.15,0.0,45.01,0.0,0.0
2024-07-25,Marrakech,31.631,-8.008,28.6,45.5,0.0,21.3,12.99,7,Oignon,fin,25.3,34.7,150.1,40.3,97.5,0.75,0.0,3.57,0.0,0.0
2024-07-26,Marrakech,31.631,-8.008,25.0,39.7,0.0,20.2,13.0,7,Ail,jeune,73.7,33.2,194.1,57.2,110.1,0.7,0.0,2.27,0.0,0.0
2024-07-27,Marrakech,31.631,-8.008,20.1,36.4,0.0,21.0,13.0,7,Carotte,jeune,65.0,25.7,41.9,70.2,43.8,0.7,0.0,22.85,0.0,0.0
2024-07-28,Marrakech,31.631,-8.008,19.9,36.0,0.0,20.1,12.69,7,Olivier,jeune,15.5,30.0,5.1,59.0,117.7,0.45,0.0,34.95,0.0,0.0
2024-07-29,Marrakech,31.631,-8.008,18.8,36.7,0.0,13.2,12.53,7,Tomate,fin,46.6,26.5,48.1,12.8,86.5,0.8,0.0,3.31,0.0,0.0
2024-07-30,Marrakech,31.631,-8.008,21.1,40.1,0.0,14.9,13.0,7,Oignon,fin,20.1,28.2,78.8,84.0,99.6,0.75,0.0,48.13,0.0,0.0
2024-07-31,Marrakech,31.631,-8.008,24.0,43.8,0.0,17.1,11.5,7,Ail,jeune,15.9,36.3,103.3,19.2,44.4,0.7,0.0,6.94,0.0,0.0
2024-08-01,Marrakech,31.631,-8.008,25.8,43.0,0.0,21.9,9.92,8,Carotte,mature,29.6,33.9,25.4,77.3,43.6,1.05,0.0,12.89,0.0,0.0
2024-08-02,Marrakech,31.631,-8.008,24.6,42.0,0.0,17.4,11.85,8,Olivier,jeune,32.9,31.3,51.5,87.8,25.0,0.45,0.0,22.19,0.0,0.0
2024-08-03,Marrakech,31.631,-8.008,23.5,42.6,0.0,17.8,13.0,8,Tomate,mature,27.2,33.6,38.7,76.9,124.5,1.15,0.0,44.97,0.0,0.0
2024-08-04,Marrakech,31.631,-8.008,22.2,43.2,0.0,16.3,13.0,8,Oignon,jeune,44.7,34.5,147.2,56.7,96.8,0.7,0.0,36.69,0.0,0.0
2024-08-05,Marrakech,31.631,-8.008,22.4,39.0,0.0,15.3,12.98,8,Ail,fin,54.1,27.7,167.9,42.5,79.4,0.7,0.0,23.72,0.0,0.0
2024-08-06,Marrakech,31.631,-8.008,21.4,38.5,0.0,13.2,13.0,8,Carotte,mature,24.4,32.0,27.2,96.7,9.9,1.05,0.0,15.74,0.0,0.0
2024-08-07,Marrakech,31.631,-8.008,20.6,38.2,0.0,11.9,13.0,8,Olivier,mature,61.8,30.5,115.9,69.5,134.2,0.7,0.0,40.6,0.0,0.0
2024-08-08,Marrakech,31.631,-8.008,20.9,38.6,0.0,17.0,12.99,8,Tomate,fin,41.3,32.6,126.8,23.8,148.6,0.8,0.0,29.51,0.0,0.0
2024-08-09,Marrakech,31.631,-8.008,21.5,41.5,0.0,14.0,13.0,8,Oignon,mature,20.4,32.2,167.8,23.7,134.1,1.05,0.0,6.31,0.0,0.0
2024-08-10,Marrakech,31.631,-8.008,22.0,44.0,0.0,11.1,12.62,8,Ail,fin,15.6,32.0,192.8,38.4,5.8,0.7,0.0,16.73,0.0,0.0
2024-08-11,Marrakech,31.631,-8.008,26.0,43.8,0.0,17.2,10.72,8,Carotte,fin,15.0,32.6,55.2,72.2,126.9,0.95,0.0,18.44,0.0,0.0
2024-08-12,Marrakech,31.631,-8.008,24.0,42.8,0.0,18.4,11.87,8,Olivier,mature,59.9,33.5,36.3,7.7,34.0,0.7,0.0,1.15,0.0,0.0
2024-08-13,Marrakech,31.631,-8.008,22.9,38.2,0.0,18.7,12.37,8,Tomate,jeune,44.4,29.2,47.3,50.1,78.7,0.6,0.0,28.96,0.0,0.0
2024-08-14,Marrakech,31.631,-8.008,19.5,35.8,0.0,22.7,12.98,8,Oignon,mature,74.3,30.5,162.9,45.0,28.6,1.05,0.0,6.08,0.0,0.0
2024-08-15,Marrakech,31.631,-8.008,20.7,39.8,0.0,19.3,12.98,8,Ail,fin,32.0,32.4,21.9,9.1,103.5,0.7,0.0,16.95,0.0,0.0
2024-08-16,Marrakech,31.631,-8.008,22.5,42.3,0.0,18.0,12.97,8,Carotte,mature,70.7,29.5,153.3,85.0,74.0,1.05,0.0,12.32,0.0,0.0
2024-08-17,Marrakech,31.631,-8.008,24.5,45.8,0.0,15.8,12.96,8,Olivier,mature,17.4,37.4,112.5,61.1,71.7,0.7,0.0,32.5,0.0,0.0
2024-08-18,Marrakech,31.631,-8.008,24.0,46.0,0.0,18.3,12.45,8,Tomate,jeune,33.2,35.4,63.7,32.5,101.2,0.6,0.0,38.54,0.0,0.0
2024-08-19,Marrakech,31.631,-8.008,26.2,40.5,0.0,18.4,11.93,8,Oignon,fin,42.2,32.5,161.2,22.0,142.3,0.75,0.0,20.67,0.0,0.0
2024-08-20,Marrakech,31.631,-8.008,26.2,39.2,0.0,14.8,7.49,8,Ail,jeune,15.3,32.4,71.4,75.2,41.4,0.7,0.0,8.19,0.0,0.0
2024-08-21,Marrakech,31.631,-8.008,23.8,39.7,0.0,14.9,12.0,8,Carotte,mature,33.2,34.1,2.5,85.1,138.0,1.05,0.0,2.68,0.0,0.0
2024-08-22,Marrakech,31.631,-8.008,21.4,35.7,0.0,20.6,12.77,8,Olivier,jeune,22.9,30.2,0.3,23.3,64.9,0.45,0.0,1.69,0.0,0.0
2024-08-23,Marrakech,31.631,-8.008,17.5,32.5,0.0,22.7,12.7,8,Tomate,fin,22.4,26.3,108.6,31.4,24.1,0.8,0.0,29.22,0.0,0.0
2024-08-24,Marrakech,31.631,-8.008,19.7,34.8,0.0,17.7,12.63,8,Oignon,fin,71.7,28.6,82.8,0.3,49.3,0.75,0.0,18.35,0.0,0.0
2024-08-25,Marrakech,31.631,-8.008,21.4,39.2,0.0,18.4,12.63,8,Ail,fin,73.5,29.5,50.4,51.6,53.8,0.7,0.0,18.01,0.0,0.0
2024-08-26,Marrakech,31.631,-8.008,22.7,38.8,0.0,17.3,12.54,8,Carotte,jeune,60.8,28.8,72.7,21.5,7.2,0.7,0.0,48.61,0.0,0.0
2024-08-27,Marrakech,31.631,-8.008,20.7,37.2,0.0,18.1,12.59,8,Olivier,mature,67.0,30.6,66.1,19.1,7.4,0.7,0.0,15.37,0.0,0.0
2024-08-28,Marrakech,31.631,-8.008,18.8,33.0,0.0,18.7,11.78,8,Tomate,fin,73.1,25.3,35.8,76.5,9.9,0.8,0.0,21.14,0.0,0.0
2024-08-29,Marrakech,31.631,-8.008,19.6,32.2,0.0,17.9,12.33,8,Oignon,mature,35.6,26.7,70.4,85.8,100.0,1.05,0.0,5.47,0.0,0.0
2024-08-30,Marrakech,31.631,-8.008,19.1,33.1,0.0,16.5,12.19,8,Ail,jeune,60.3,28.9,4.6,31.7,144.5,0.7,0.0,44.83,0.0,0.0
2024-08-31,Marrakech,31.631,-8.008,20.4,34.5,0.0,16.8,10.88,8,Carotte,jeune,71.3,28.8,150.2,66.1,9.7,0.7,0.0,28.04,0.0,0.0
2024-09-01,Marrakech,31.631,-8.008,20.5,34.7,0.0,17.2,11.84,9,Olivier,mature,64.4,27.7,74.4,35.8,62.1,0.7,0.0,6.41,0.0,0.0
2024-09-02,Marrakech,31.631,-8.008,21.3,39.0,0.2,20.6,11.92,9,Tomate,fin,74.9,31.2,41.1,28.4,36.6,0.8,0.0,5.42,0.0,0.0
2024-09-03,Marrakech,31.631,-8.008,21.0,36.8,0.0,17.0,11.4,9,Oignon,jeune,47.9,29.7,169.9,45.1,25.7,0.7,0.0,4.3,0.0,0.0
2024-09-04,Marrakech,31.631,-8.008,19.6,36.4,0.0,11.4,11.65,9,Ail,fin,48.9,26.1,26.7,28.5,86.6,0.7,0.0,40.27,0.0,0.0
2024-09-05,Marrakech,31.631,-8.008,22.0,40.6,0.0,24.6,11.59,9,Carotte,mature,70.4,31.4,130.8,7.0,139.1,1.05,0.0,4.26,0.0,0.0
2024-09-06,Marrakech,31.631,-8.008,22.5,39.2,0.0,15.6,11.45,9,Olivier,mature,67.6,33.5,127.0,18.7,137.0,0.7,0.0,8.67,0.0,0.0
2024-09-07,Marrakech,31.631,-8.008,24.1,39.2,0.0,25.5,11.1,9,Tomate,fin,49.2,28.8,141.4,3.6,145.6,0.8,0.0,30.7,0.0,0.0
2024-09-08,Marrakech,31.631,-8.008,21.4,31.2,0.0,15.1,10.75,9,Oignon,fin,72.3,26.6,195.8,50.3,73.5,0.75,0.01,48.19,4819.0,0.01
2024-09-09,Marrakech,31.631,-8.008,19.1,33.0,0.0,23.8,11.5,9,Ail,jeune,40.8,26.3,67.1,94.8,41.9,0.7,0.02,5.28,528.0,0.01
2024-09-10,Marrakech,31.631,-8.008,17.8,32.3,0.0,22.3,11.44,9,Carotte,mature,59.3,27.2,53.1,9.8,13.5,1.05,0.01,7.78,778.0,0.01
2024-09-11,Marrakech,31.631,-8.008,16.4,28.1,0.0,16.6,8.82,9,Olivier,fin,57.2,23.1,102.2,38.9,62.9,0.65,0.01,17.01,1701.0,0.01
2024-09-12,Marrakech,31.631,-8.008,17.0,33.2,0.0,20.0,11.39,9,Tomate,mature,50.4,22.2,113.6,4.5,77.5,1.15,0.01,0.79,79.0,0.01
2024-09-13,Marrakech,31.631,-8.008,18.0,35.7,0.0,15.7,11.33,9,Oignon,fin,25.9,26.9,131.5,52.4,50.3,0.75,0.01,35.03,3503.0,0.01
2024-09-14,Marrakech,31.631,-8.008,19.7,38.7,0.0,17.7,11.2,9,Ail,jeune,65.1,26.3,43.9,46.1,74.0,0.7,0.01,18.93,1893.0,0.01
2024-09-15,Marrakech,31.631,-8.008,21.0,38.1,0.0,16.5,11.14,9,Carotte,jeune,67.9,27.4,28.3,80.2,50.5,0.7,0.0,3.75,0.0,0.0
2024-09-16,Marrakech,31.631,-8.008,18.5,31.0,0.0,13.4,11.12,9,Olivier,jeune,62.3,23.7,90.2,13.2,108.6,0.45,0.0,49.73,0.0,0.0
2024-09-17,Marrakech,31.631,-8.008,17.6,31.3,0.0,19.1,11.13,9,Tomate,fin,70.4,25.8,72.9,43.1,60.5,0.8,0.0,37.91,0.0,0.0
2024-09-18,Marrakech,31.631,-8.008,16.6,30.5,0.0,17.1,7.37,9,Oignon,mature,48.5,26.1,86.9,32.3,97.0,1.05,0.0,19.9,0.0,0.0
2024-09-19,Marrakech,31.631,-8.008,15.6,30.4,0.0,13.2,10.63,9,Ail,fin,70.2,23.8,194.8,43.6,123.8,0.7,0.0,1.94,0.0,0.0
2024-09-20,Marrakech,31.631,-8.008,19.0,30.2,2.2,10.4,9.11,9,Carotte,jeune,57.6,24.8,15.5,35.0,102.1,0.7,0.0,32.41,0.0,0.0
2024-09-21,Marrakech,31.631,-8.008,18.0,29.6,0.0,11.8,10.0,9,Olivier,mature,58.5,25.0,90.1,37.5,29.0,0.7,0.0,37.07,0.0,0.0
2024-09-22,Marrakech,31.631,-8.008,20.0,30.9,0.4,16.1,11.0,9,Tomate,fin,36.5,26.0,14.1,26.5,139.5,0.8,0.0,15.55,0.0,0.0
2024-09-23,Marrakech,31.631,-8.008,18.8,32.0,0.0,19.7,11.08,9,Oignon,mature,50.2,26.7,141.0,95.5,59.4,1.05,0.0,24.78,0.0,0.0
2024-09-24,Marrakech,31.631,-8.008,17.8,30.0,0.0,20.9,11.01,9,Ail,jeune,32.2,26.0,26.3,99.5,34.1,0.7,0.0,13.61,0.0,0.0
2024-09-25,Marrakech,31.631,-8.008,17.0,33.4,0.0,15.7,11.02,9,Carotte,jeune,74.4,24.7,169.9,30.1,64.5,0.7,0.0,48.82,0.0,0.0
2024-09-26,Marrakech,31.631,-8.008,17.8,33.5,0.0,18.9,11.02,9,Olivier,fin,46.9,27.6,186.4,11.5,77.5,0.65,0.0,47.8,0.0,0.0
2024-09-27,Marrakech,31.631,-8.008,19.0,32.2,0.0,23.4,11.0,9,Tomate,jeune,26.2,26.4,46.4,38.0,0.0,0.6,0.0,1.13,0.0,0.0
2024-09-28,Marrakech,31.631,-8.008,19.6,31.6,0.0,19.3,10.79,9,Oignon,fin,50.6,28.3,90.5,20.0,143.2,0.75,0.0,14.43,0.0,0.0
2024-09-29,Marrakech,31.631,-8.008,17.5,34.8,0.0,12.6,11.04,9,Ail,jeune,51.5,25.4,159.0,0.1,88.1,0.7,0.0,18.08,0.0,0.0
2024-09-30,Marrakech,31.631,-8.008,18.5,39.0,0.0,18.0,10.9,9,Carotte,jeune,63.9,25.9,109.2,52.8,78.7,0.7,0.0,41.21,0.0,0.0
2024-10-01,Marrakech,31.631,-8.008,20.4,38.7,0.0,15.3,11.0,10,Olivier,mature,60.6,31.6,146.9,34.8,8.1,0.7,0.0,37.05,0.0,0.0
2024-10-02,Marrakech,31.631,-8.008,20.7,38.7,0.0,20.3,11.0,10,Tomate,fin,66.6,30.1,132.1,12.0,148.2,0.8,0.0,16.48,0.0,0.0
2024-10-03,Marrakech,31.631,-8.008,19.2,33.5,0.0,21.9,11.0,10,Oignon,mature,72.6,27.7,22.5,8.4,132.0,1.05,0.0,25.44,0.0,0.0
2024-10-04,Marrakech,31.631,-8.008,19.0,31.8,0.0,22.2,11.0,10,Ail,mature,24.5,25.1,72.0,87.0,121.3,1.0,0.0,45.13,0.0,0.0
2024-10-05,Marrakech,31.631,-8.008,19.6,33.3,0.0,17.1,11.0,10,Carotte,mature,19.4,23.6,4.5,10.3,102.9,1.05,0.0,14.96,0.0,0.0
2024-10-06,Marrakech,31.631,-8.008,20.6,34.5,0.1,12.2,11.0,10,Olivier,mature,67.7,30.3,54.3,61.4,109.3,0.7,0.0,2.96,0.0,0.0
2024-10-07,Marrakech,31.631,-8.008,19.5,28.3,0.0,14.2,9.37,10,Tomate,jeune,32.0,21.8,166.6,95.7,34.2,0.6,0.0,10.44,0.0,0.0
2024-10-08,Marrakech,31.631,-8.008,18.0,29.9,0.0,9.2,11.0,10,Oignon,jeune,62.1,24.2,51.7,58.0,138.6,0.7,0.0,32.08,0.0,0.0
2024-10-09,Marrakech,31.631,-8.008,17.1,28.0,0.0,14.4,11.0,10,Ail,mature,22.7,22.2,179.2,78.3,115.3,1.0,0.0,46.14,0.0,0.0
2024-10-10,Marrakech,31.631,-8.008,16.1,29.5,0.0,11.7,11.0,10,Carotte,fin,74.9,20.4,87.9,91.4,138.8,0.95,0.0,23.35,0.0,0.0
2024-10-11,Marrakech,31.631,-8.008,16.4,31.8,0.0,16.0,11.0,10,Olivier,fin,27.3,24.8,132.7,99.1,109.9,0.65,0.0,22.65,0.0,0.0
2024-10-12,Marrakech,31.631,-8.008,17.7,29.2,9.1,19.3,10.43,10,Tomate,fin,54.1,26.0,38.5,26.8,104.4,0.8,0.0,41.27,0.0,0.0
2024-10-13,Marrakech,31.631,-8.008,15.9,25.1,1.0,9.8,10.21,10,Oignon,fin,33.2,20.2,22.3,85.2,45.2,0.75,0.0,22.69,0.0,0.0
2024-10-14,Marrakech,31.631,-8.008,14.1,24.6,0.2,9.7,10.68,10,Ail,fin,55.9,20.4,102.4,11.8,119.6,0.7,0.0,49.79,0.0,0.0
2024-10-15,Marrakech,31.631,-8.008,14.8,26.3,4.7,11.5,9.55,10,Carotte,mature,74.2,22.7,156.9,70.4,66.2,1.05,0.0,28.24,0.0,0.0
2024-10-16,Marrakech,31.631,-8.008,16.4,26.1,2.4,11.6,8.8,10,Olivier,fin,18.7,22.2,33.1,67.3,27.7,0.65,0.0,35.38,0.0,0.0
2024-10-17,Marrakech,31.631,-8.008,16.5,24.5,0.1,15.5,10.48,10,Tomate,mature,70.6,21.1,116.9,9.6,87.1,1.15,0.01,22.14,0.0,0.0
2024-10-18,Marrakech,31.631,-8.008,13.6,25.6,0.0,16.3,10.87,10,Oignon,jeune,40.6,17.7,147.5,47.5,38.2,0.7,0.01,12.63,1263.0,0.01
2024-10-19,Marrakech,31.631,-8.008,12.6,28.5,0.0,17.1,10.85,10,Ail,mature,28.9,23.2,179.9,46.9,20.0,1.0,0.01,13.3,1330.0,0.01
2024-10-20,Marrakech,31.631,-8.008,12.6,28.9,0.0,10.2,10.83,10,Carotte,mature,43.0,21.9,170.1,54.2,136.7,1.05,0.01,3.32,332.0,0.01
2024-10-21,Marrakech,31.631,-8.008,12.9,27.8,0.0,8.3,10.81,10,Olivier,jeune,67.7,23.0,53.4,65.3,50.1,0.45,0.01,33.61,0.0,0.0
2024-10-22,Marrakech,31.631,-8.008,13.9,30.5,0.0,11.7,10.61,10,Tomate,jeune,37.8,20.5,43.9,83.5,119.4,0.6,0.01,21.23,2123.0,0.01
2024-10-23,Marrakech,31.631,-8.008,17.6,28.6,1.2,12.6,6.76,10,Oignon,mature,66.4,24.2,89.6,23.5,51.2,1.05,0.0,27.95,0.0,0.0
2024-10-24,Marrakech,31.631,-8.008,18.6,31.5,0.2,17.8,10.48,10,Ail,mature,21.4,26.8,171.4,31.3,50.7,1.0,0.0,45.9,0.0,0.0
2024-10-25,Marrakech,31.631,-8.008,15.1,26.1,0.0,17.0,8.49,10,Carotte,fin,21.0,19.6,128.2,77.7,47.6,0.95,0.01,19.41,1941.0,0.01
2024-10-26,Marrakech,31.631,-8.008,15.3,21.8,1.1,17.8,3.94,10,Olivier,fin,34.8,16.2,112.5,65.6,101.6,0.65,0.01,48.49,0.0,0.0
2024-10-27,Marrakech,31.631,-8.008,9.9,22.5,0.0,14.5,10.35,10,Tomate,jeune,52.8,14.3,19.3,6.6,73.9,0.6,0.0,15.98,0.0,0.0
2024-10-28,Marrakech,31.631,-8.008,11.4,19.5,1.9,14.1,9.63,10,Oignon,fin,64.9,16.1,53.9,44.9,51.0,0.75,0.0,31.66,0.0,0.0
2024-10-29,Marrakech,31.631,-8.008,9.7,20.1,1.1,20.4,9.43,10,Ail,fin,30.2,13.8,142.2,64.7,61.8,0.7,0.0,28.52,0.0,0.0
2024-10-30,Marrakech,31.631,-8.008,12.4,24.2,0.0,17.1,10.3,10,Carotte,mature,48.1,21.1,152.6,85.7,11.2,1.05,0.0,43.17,0.0,0.0
2024-10-31,Marrakech,31.631,-8.008,9.8,23.5,0.0,8.5,10.47,10,Olivier,fin,22.5,18.4,144.1,36.5,100.0,0.65,0.0,40.51,0.0,0.0
2024-11-01,Marrakech,31.631,-8.008,10.6,23.7,0.0,9.0,10.4,11,Tomate,mature,26.1,17.0,163.2,64.9,110.9,1.15,0.0,35.28,0.0,0.0
2024-11-02,Marrakech,31.631,-8.008,13.4,24.5,0.1,8.1,6.9,11,Oignon,jeune,28.2,17.5,65.7,52.0,0.0,0.7,0.0,30.29,0.0,0.0
2024-11-03,Marrakech,31.631,-8.008,12.0,27.0,0.0,10.2,10.41,11,Ail,jeune,31.6,18.1,82.1,84.9,23.9,0.7,0.0,44.84,0.0,0.0
2024-11-04,Marrakech,31.631,-8.008,11.8,28.9,0.0,9.1,10.26,11,Carotte,jeune,16.5,19.1,147.4,26.9,92.1,0.7,0.0,22.76,0.0,0.0
2024-11-05,Marrakech,31.631,-8.008,11.9,33.3,0.0,14.2,10.35,11,Olivier,fin,27.3,21.7,60.1,53.2,10.3,0.65,0.0,11.44,0.0,0.0
2024-11-06,Marrakech,31.631,-8.008,12.6,34.2,0.0,12.7,10.28,11,Tomate,jeune,43.9,22.5,90.8,75.5,41.3,0.6,0.0,49.97,0.0,0.0
2024-11-07,Marrakech,31.631,-8.008,14.6,34.7,0.0,15.6,9.99,11,Oignon,fin,52.1,26.5,28.9,36.9,139.1,0.75,0.0,49.18,0.0,0.0
2024-11-08,Marrakech,31.631,-8.008,14.7,33.0,0.0,11.6,7.0,11,Ail,jeune,19.5,21.9,120.5,29.1,93.8,0.7,0.0,49.27,0.0,0.0
2024-11-09,Marrakech,31.631,-8.008,15.9,33.4,0.0,20.8,5.05,11,Carotte,jeune,57.3,26.7,45.5,51.4,147.9,0.7,0.0,12.69,0.0,0.0
2024-11-10,Marrakech,31.631,-8.008,16.7,30.1,0.0,17.9,10.22,11,Olivier,mature,25.5,23.1,95.1,56.9,106.7,0.7,0.0,2.55,0.0,0.0
2024-11-11,Marrakech,31.631,-8.008,13.4,26.0,0.0,14.6,10.13,11,Tomate,fin,69.2,18.2,90.6,28.4,23.5,0.8,0.0,30.38,0.0,0.0
2024-11-12,Marrakech,31.631,-8.008,11.6,25.7,1.1,7.4,9.97,11,Oignon,mature,24.2,17.7,151.2,8.3,143.0,1.05,0.0,24.32,0.0,0.0
2024-11-13,Marrakech,31.631,-8.008,12.9,22.5,0.2,14.9,9.95,11,Ail,jeune,64.2,18.0,12.5,71.1,16.0,0.7,0.0,4.87,0.0,0.0
2024-11-14,Marrakech,31.631,-8.008,13.4,23.9,0.0,14.6,9.52,11,Carotte,jeune,43.1,17.8,91.2,18.6,37.5,0.7,0.0,26.19,0.0,0.0
2024-11-15,Marrakech,31.631,-8.008,12.9,25.8,0.1,20.5,4.43,11,Olivier,fin,51.0,18.1,128.2,20.0,54.0,0.65,0.0,11.12,0.0,0.0
2024-11-16,Marrakech,31.631,-8.008,12.7,26.4,0.6,17.1,10.0,11,Tomate,jeune,73.7,17.3,118.4,10.6,34.6,0.6,0.0,35.98,0.0,0.0
2024-11-17,Marrakech,31.631,-8.008,11.9,24.9,0.0,11.5,9.99,11,Oignon,fin,41.4,19.8,144.8,93.1,138.4,0.75,0.0,30.21,0.0,0.0
2024-11-18,Marrakech,31.631,-8.008,13.4,30.8,0.1,22.7,9.88,11,Ail,fin,65.7,23.7,118.8,7.1,20.1,0.7,0.0,41.59,0.0,0.0
2024-11-19,Marrakech,31.631,-8.008,16.0,21.3,0.6,9.2,5.05,11,Carotte,jeune,42.8,18.6,71.0,58.1,55.6,0.7,0.0,31.17,0.0,0.0
2024-11-20,Marrakech,31.631,-8.008,12.8,27.3,0.0,8.9,9.88,11,Olivier,mature,22.4,20.6,62.5,69.8,34.2,0.7,0.0,20.52,0.0,0.0
2024-11-21,Marrakech,31.631,-8.008,12.4,27.8,0.0,9.6,9.87,11,Tomate,mature,61.2,20.8,142.6,61.3,79.1,1.15,0.0,19.4,0.0,0.0
2024-11-22,Marrakech,31.631,-8.008,13.0,28.1,0.0,12.9,9.86,11,Oignon,fin,44.0,20.6,192.3,75.8,45.7,0.75,0.0,45.11,0.0,0.0
2024-11-23,Marrakech,31.631,-8.008,12.0,31.0,0.0,10.6,9.8,11,Ail,jeune,71.0,21.4,37.5,61.2,93.2,0.7,0.0,25.76,0.0,0.0
2024-11-24,Marrakech,31.631,-8.008,17.5,29.2,0.0,15.9,5.07,11,Carotte,mature,38.4,23.6,122.5,72.8,55.6,1.05,0.0,18.14,0.0,0.0
2024-11-25,Marrakech,31.631,-8.008,16.7,29.2,0.0,12.7,7.05,11,Olivier,mature,73.1,20.1,143.7,11.9,52.9,0.7,0.0,44.08,0.0,0.0
2024-11-26,Marrakech,31.631,-8.008,12.9,29.2,0.0,14.8,8.7,11,Tomate,jeune,34.7,21.3,82.0,48.1,88.5,0.6,0.0,24.98,0.0,0.0
2024-11-27,Marrakech,31.631,-8.008,14.3,30.1,0.0,8.6,9.8,11,Oignon,mature,31.9,19.2,16.6,79.6,78.4,1.05,0.0,10.33,0.0,0.0
2024-11-28,Marrakech,31.631,-8.008,13.7,30.5,0.0,12.6,9.73,11,Ail,mature,49.9,19.8,194.5,79.4,34.9,1.0,0.0,4.51,0.0,0.0
2024-11-29,Marrakech,31.631,-8.008,12.8,29.7,0.0,6.7,9.48,11,Carotte,mature,39.3,22.7,31.8,64.3,124.2,1.05,0.0,23.44,0.0,0.0
2024-11-30,Marrakech,31.631,-8.008,12.9,29.4,0.0,11.7,9.71,11,Olivier,mature,33.1,21.5,114.4,90.9,24.2,0.7,0.0,28.74,0.0,0.0
2024-12-01,Marrakech,31.631,-8.008,13.4,26.9,0.0,8.7,9.0,12,Tomate,mature,30.2,18.5,8.6,70.4,86.8,1.15,0.0,39.88,0.0,0.0
2024-12-02,Marrakech,31.631,-8.008,10.9,27.2,0.0,12.7,9.68,12,Oignon,mature,66.3,18.6,41.1,95.6,80.7,1.05,0.0,14.39,0.0,0.0
2024-12-03,Marrakech,31.631,-8.008,9.6,25.4,0.0,10.3,9.72,12,Ail,fin,67.6,16.6,106.2,8.1,133.0,0.7,0.0,16.3,0.0,0.0
2024-12-04,Marrakech,31.631,-8.008,11.6,23.3,0.0,14.8,9.16,12,Carotte,mature,24.6,19.7,56.1,72.1,82.0,1.05,0.0,42.56,0.0,0.0
2024-12-05,Marrakech,31.631,-8.008,8.9,24.2,0.0,11.5,9.45,12,Olivier,jeune,27.7,14.9,38.0,15.3,52.7,0.45,0.0,20.26,0.0,0.0
2024-12-06,Marrakech,31.631,-8.008,7.6,25.1,0.0,10.0,9.68,12,Tomate,mature,37.2,17.3,103.9,32.9,109.5,1.15,0.0,15.6,0.0,0.0
2024-12-07,Marrakech,31.631,-8.008,9.2,25.4,0.0,11.1,8.57,12,Oignon,fin,36.0,19.4,188.6,37.6,60.6,0.75,0.0,25.93,0.0,0.0
