date,ville,latitude,longitude,T_min,T_max,pluie_mm,vent_kmh,ensoleillement_h,mois,type_plante,stade,humidite_sol,temperature_sol,N,P,K,kc,ET0,superficie_ha,eau_litres,eau_mm,saison,amplitude_thermique,fertilite_sol,type_culture
2021-03-21,Ouarzazate,30.919,-6.893,4.0,17.0,0.0,16.7,11.3,3,Dattier,jeune,50.1,8.9,151.1,47.9,75.1,0.9,0.02,45.97,9194.0,0.02,printemps,13.0,274.1,arbre
2021-03-22,Ouarzazate,30.919,-6.893,4.8,18.8,0.0,22.0,11.21,3,Amandier,mature,68.0,14.7,126.1,12.9,32.7,0.9,0.02,12.08,2416.0,0.02,printemps,14.0,171.7,arbre
2021-03-23,Ouarzazate,30.919,-6.893,5.2,20.6,0.0,23.9,11.0,3,Grenadier,mature,28.0,14.9,197.1,73.7,88.4,0.9,0.03,41.24,12372.0,0.03,printemps,15.4,359.20000000000005,arbre
2021-03-26,Ouarzazate,30.919,-6.893,8.9,22.2,0.0,21.2,10.96,3,Dattier,mature,22.1,12.7,162.9,14.5,138.7,1.0,0.02,24.85,4970.0,0.02,printemps,13.3,316.1,arbre
2021-03-27,Ouarzazate,30.919,-6.893,9.8,20.9,0.4,18.4,11.11,3,Amandier,fin,71.1,14.7,12.3,19.0,57.0,0.65,0.02,32.77,0.0,0.0,printemps,11.1,88.3,arbre
2021-03-28,Ouarzazate,30.919,-6.893,10.2,20.6,0.3,25.3,10.99,3,Grenadier,fin,24.5,17.3,158.8,12.6,146.3,0.65,0.02,44.83,0.0,0.0,printemps,10.4,317.70000000000005,arbre
2021-03-31,Ouarzazate,30.919,-6.893,13.4,26.5,0.0,29.9,11.89,3,Dattier,mature,66.7,20.6,26.0,38.4,74.3,1.0,0.03,33.21,9963.0,0.03,printemps,13.1,138.7,arbre
2021-04-01,Ouarzazate,30.919,-6.893,14.2,28.5,0.0,32.9,11.95,4,Amandier,jeune,50.2,22.8,16.0,28.4,88.0,0.45,0.03,23.47,2347.0,0.01,printemps,14.3,132.4,arbre
2021-04-02,Ouarzazate,30.919,-6.893,10.6,30.8,0.0,20.1,11.86,4,Grenadier,jeune,61.2,20.1,1.5,0.8,127.8,0.5,0.04,26.78,5356.0,0.02,printemps,20.2,130.1,arbre
2021-04-05,Ouarzazate,30.919,-6.893,10.6,25.5,0.0,21.2,12.34,4,Dattier,fin,66.0,20.3,128.8,55.6,44.5,0.95,0.03,24.13,7239.0,0.03,printemps,14.9,228.9,arbre
2021-04-06,Ouarzazate,30.919,-6.893,12.4,25.1,0.0,23.0,11.14,4,Amandier,fin,67.4,17.3,63.6,10.4,111.2,0.65,0.01,38.71,3871.0,0.01,printemps,12.7,185.2,arbre
2021-04-07,Ouarzazate,30.919,-6.893,11.4,27.1,0.0,21.7,11.23,4,Grenadier,mature,69.6,17.8,56.7,77.1,86.5,0.9,0.02,30.84,6168.0,0.02,printemps,15.7,220.3,arbre
2021-04-10,Ouarzazate,30.919,-6.893,11.2,27.1,0.1,23.5,12.19,4,Dattier,fin,26.5,22.0,82.0,63.5,35.2,0.95,0.03,21.66,0.0,0.0,printemps,15.9,180.7,arbre
2021-04-11,Ouarzazate,30.919,-6.893,11.1,27.7,0.0,16.8,12.35,4,Amandier,fin,52.9,22.1,60.5,82.6,142.1,0.65,0.03,44.27,8854.0,0.02,printemps,16.6,285.2,arbre
2021-04-12,Ouarzazate,30.919,-6.893,12.6,28.5,0.0,22.0,12.52,4,Grenadier,jeune,46.5,20.7,101.0,52.3,72.7,0.5,0.02,33.34,3334.0,0.01,printemps,15.9,226.0,arbre
2021-04-15,Ouarzazate,30.919,-6.893,12.1,23.8,0.0,27.0,12.8,4,Dattier,mature,28.6,20.8,57.0,53.0,31.7,1.0,0.01,8.78,878.0,0.01,printemps,11.7,141.7,arbre
2021-04-16,Ouarzazate,30.919,-6.893,10.2,23.4,0.0,23.5,12.73,4,Amandier,mature,65.1,13.8,195.1,95.8,84.7,0.9,0.01,26.81,2681.0,0.01,printemps,13.2,375.6,arbre
2021-04-17,Ouarzazate,30.919,-6.893,9.7,24.9,0.0,22.4,12.74,4,Grenadier,jeune,24.1,15.0,49.4,54.8,89.5,0.5,0.01,1.81,0.0,0.0,printemps,15.2,193.7,arbre
2021-04-20,Ouarzazate,30.919,-6.893,12.4,29.1,0.0,21.9,12.92,4,Dattier,jeune,35.9,21.0,70.5,22.3,115.2,0.9,0.02,9.4,1880.0,0.02,printemps,16.7,208.0,arbre
2021-04-21,Ouarzazate,30.919,-6.893,12.8,29.5,0.0,23.0,12.93,4,Amandier,fin,21.3,19.3,160.2,76.8,128.8,0.65,0.01,12.44,1244.0,0.01,printemps,16.7,365.8,arbre
2021-04-22,Ouarzazate,30.919,-6.893,14.6,30.5,0.0,26.1,12.94,4,Grenadier,fin,38.3,22.9,135.3,61.9,116.5,0.65,0.01,33.12,3312.0,0.01,printemps,15.9,313.70000000000005,arbre
2021-04-25,Ouarzazate,30.919,-6.893,10.1,24.4,0.0,36.7,12.98,4,Dattier,mature,70.8,17.8,95.0,85.2,102.4,1.0,0.01,12.69,1269.0,0.01,printemps,14.3,282.6,arbre
2021-04-26,Ouarzazate,30.919,-6.893,9.5,27.1,0.0,29.1,12.99,4,Amandier,jeune,24.9,20.1,171.8,27.8,38.8,0.45,0.01,32.39,0.0,0.0,printemps,17.6,238.40000000000003,arbre
2021-04-27,Ouarzazate,30.919,-6.893,11.2,28.4,0.0,24.1,13.0,4,Grenadier,fin,46.0,20.9,192.7,22.6,130.9,0.65,0.01,23.03,2303.0,0.01,printemps,17.2,346.2,arbre
2021-04-30,Ouarzazate,30.919,-6.893,10.9,23.6,0.1,29.9,12.95,4,Dattier,mature,19.6,14.3,138.6,73.8,32.3,1.0,0.0,33.33,0.0,0.0,printemps,12.7,244.7,arbre
2021-05-01,Ouarzazate,30.919,-6.893,8.2,24.0,0.0,25.1,11.86,5,Amandier,mature,56.8,16.9,96.0,32.2,60.4,0.9,0.01,36.33,3633.0,0.01,printemps,15.8,188.6,arbre
2021-05-02,Ouarzazate,30.919,-6.893,12.3,26.5,0.0,21.2,13.0,5,Grenadier,jeune,50.6,16.9,10.9,9.0,130.0,0.5,0.01,47.78,0.0,0.0,printemps,14.2,149.9,arbre
2021-05-05,Ouarzazate,30.919,-6.893,12.3,27.1,0.0,29.2,13.0,5,Dattier,jeune,42.3,20.6,109.6,94.1,16.4,0.9,0.0,38.04,0.0,0.0,printemps,14.8,220.1,arbre
2021-05-06,Ouarzazate,30.919,-6.893,11.9,28.5,0.0,16.3,13.0,5,Amandier,mature,63.7,18.8,2.9,95.9,138.6,0.9,0.01,17.39,1739.0,0.01,printemps,16.6,237.4,arbre
2021-05-07,Ouarzazate,30.919,-6.893,14.4,29.8,0.0,21.3,13.0,5,Grenadier,jeune,54.0,22.1,136.1,61.1,22.8,0.5,0.0,20.96,0.0,0.0,printemps,15.4,220.0,arbre
2021-05-10,Ouarzazate,30.919,-6.893,14.1,32.0,0.0,24.1,13.0,5,Dattier,fin,51.1,20.2,8.1,27.2,9.7,0.95,0.0,11.66,0.0,0.0,printemps,17.9,45.0,arbre
2021-05-11,Ouarzazate,30.919,-6.893,13.9,31.8,0.0,19.6,13.0,5,Amandier,mature,59.3,25.3,103.0,63.0,83.5,0.9,0.0,40.33,0.0,0.0,printemps,17.9,249.5,arbre
2021-05-12,Ouarzazate,30.919,-6.893,17.6,32.3,0.0,18.7,13.0,5,Grenadier,fin,73.3,26.4,55.3,95.9,127.2,0.65,0.0,45.96,0.0,0.0,printemps,14.7,278.4,arbre
2021-05-15,Ouarzazate,30.919,-6.893,18.1,33.1,0.0,29.9,12.69,5,Dattier,mature,39.8,26.7,103.0,89.8,16.4,1.0,0.0,43.91,0.0,0.0,printemps,15.0,209.2,arbre
2021-05-16,Ouarzazate,30.919,-6.893,20.6,34.1,0.0,21.2,13.0,5,Amandier,jeune,60.7,25.7,37.6,10.2,84.4,0.45,0.0,4.88,0.0,0.0,printemps,13.5,132.2,arbre
2021-05-17,Ouarzazate,30.919,-6.893,18.2,33.9,0.0,23.4,13.0,5,Grenadier,fin,29.1,23.9,160.3,82.1,78.2,0.65,0.0,4.95,0.0,0.0,printemps,15.7,320.6,arbre
2021-05-20,Ouarzazate,30.919,-6.893,20.6,36.1,0.0,15.0,11.76,5,Dattier,fin,45.1,30.7,182.8,67.4,2.7,0.95,0.0,2.51,0.0,0.0,printemps,15.5,252.9,arbre
2021-05-21,Ouarzazate,30.919,-6.893,22.7,34.5,0.2,25.4,9.54,5,Amandier,fin,39.2,28.3,194.9,61.2,110.6,0.65,0.0,19.57,0.0,0.0,printemps,11.8,366.7000000000001,arbre
2021-05-22,Ouarzazate,30.919,-6.893,19.3,33.9,0.1,32.2,6.82,5,Grenadier,mature,25.1,28.0,43.2,73.2,108.5,0.9,0.0,9.4,0.0,0.0,printemps,14.6,224.9,arbre
2021-05-25,Ouarzazate,30.919,-6.893,17.4,32.8,0.0,30.3,12.75,5,Dattier,mature,27.3,27.7,66.9,89.4,24.8,1.0,0.0,12.38,0.0,0.0,printemps,15.4,181.1,arbre
2021-05-26,Ouarzazate,30.919,-6.893,17.8,26.7,0.3,32.8,3.28,5,Amandier,jeune,51.9,20.0,132.3,63.6,66.9,0.45,0.0,29.02,0.0,0.0,printemps,8.9,262.8,arbre
2021-05-27,Ouarzazate,30.919,-6.893,13.6,30.0,0.0,17.3,13.0,5,Grenadier,mature,46.0,24.4,107.1,73.9,12.0,0.9,0.0,1.08,0.0,0.0,printemps,16.4,193.0,arbre
2021-05-30,Ouarzazate,30.919,-6.893,18.0,32.3,0.1,22.5,7.92,5,Dattier,jeune,45.6,28.1,20.1,50.3,43.9,0.9,0.0,23.55,0.0,0.0,printemps,14.3,114.3,arbre
2021-05-31,Ouarzazate,30.919,-6.893,20.3,31.1,0.0,31.6,8.86,5,Amandier,mature,44.3,27.4,69.2,18.3,140.6,0.9,0.0,7.04,0.0,0.0,printemps,10.8,228.1,arbre
2021-06-01,Ouarzazate,30.919,-6.893,15.8,32.8,0.0,30.0,13.0,6,Grenadier,jeune,62.0,24.2,42.1,76.4,101.3,0.5,0.0,26.42,0.0,0.0,ete,17.0,219.8,arbre
2021-06-04,Ouarzazate,30.919,-6.893,18.4,31.4,0.1,24.1,13.0,6,Dattier,fin,15.6,25.2,168.0,37.4,123.0,0.95,0.0,48.27,0.0,0.0,ete,13.0,328.4,arbre
2021-06-05,Ouarzazate,30.919,-6.893,15.3,34.0,0.0,25.4,13.0,6,Amandier,mature,30.0,23.2,191.6,14.6,84.3,0.9,0.0,2.89,0.0,0.0,ete,18.7,290.5,arbre
2021-06-06,Ouarzazate,30.919,-6.893,16.6,35.0,0.0,23.5,13.0,6,Grenadier,fin,62.3,24.5,95.3,84.7,92.7,0.65,0.0,21.75,0.0,0.0,ete,18.4,272.7,arbre
2021-06-09,Ouarzazate,30.919,-6.893,20.5,37.3,0.0,30.6,11.44,6,Dattier,jeune,26.7,26.1,132.1,98.7,71.5,0.9,0.0,36.96,0.0,0.0,ete,16.8,302.3,arbre
2021-06-10,Ouarzazate,30.919,-6.893,20.9,34.8,0.0,25.4,9.91,6,Amandier,jeune,51.2,25.2,14.5,58.8,51.6,0.45,0.0,37.72,0.0,0.0,ete,13.9,124.9,arbre
2021-06-11,Ouarzazate,30.919,-6.893,19.6,34.1,0.3,26.6,11.83,6,Grenadier,jeune,49.6,28.1,144.5,66.9,88.1,0.5,0.0,6.24,0.0,0.0,ete,14.5,299.5,arbre
2021-06-14,Ouarzazate,30.919,-6.893,18.4,37.2,0.0,27.8,13.0,6,Dattier,jeune,53.0,29.2,190.3,78.0,7.7,0.9,0.0,7.02,0.0,0.0,ete,18.8,276.0,arbre
2021-06-15,Ouarzazate,30.919,-6.893,19.5,36.6,0.0,32.4,13.0,6,Amandier,jeune,57.6,30.9,135.1,21.0,49.8,0.45,0.0,9.83,0.0,0.0,ete,17.1,205.9,arbre
2021-06-16,Ouarzazate,30.919,-6.893,20.2,30.2,0.0,42.4,7.84,6,Grenadier,mature,32.0,24.1,134.1,25.5,134.9,0.9,0.0,39.67,0.0,0.0,ete,10.0,294.5,arbre
2021-06-19,Ouarzazate,30.919,-6.893,16.2,32.3,0.0,21.9,11.83,6,Dattier,jeune,71.3,25.6,165.6,69.7,24.5,0.9,0.0,39.34,0.0,0.0,ete,16.1,259.8,arbre
2021-06-20,Ouarzazate,30.919,-6.893,14.8,33.8,0.0,28.1,13.0,6,Amandier,jeune,59.7,22.5,122.0,9.5,20.8,0.45,0.0,23.28,0.0,0.0,ete,19.0,152.3,arbre
2021-06-21,Ouarzazate,30.919,-6.893,17.6,35.9,0.0,26.3,13.0,6,Grenadier,mature,34.3,27.0,63.2,16.9,122.3,0.9,0.0,2.47,0.0,0.0,ete,18.3,202.4,arbre
2021-06-24,Ouarzazate,30.919,-6.893,20.0,36.3,0.0,25.6,13.0,6,Dattier,jeune,37.2,30.6,161.4,32.1,88.4,0.9,0.0,12.64,0.0,0.0,ete,16.3,281.9,arbre
2021-06-25,Ouarzazate,30.919,-6.893,19.1,37.2,0.0,22.7,13.0,6,Amandier,fin,30.7,30.5,119.2,60.3,107.8,0.65,0.0,22.09,0.0,0.0,ete,18.1,287.3,arbre
2021-06-26,Ouarzazate,30.919,-6.893,19.5,37.2,0.0,25.3,13.0,6,Grenadier,mature,69.7,28.8,129.4,66.0,91.6,0.9,0.0,8.78,0.0,0.0,ete,17.7,287.0,arbre
2021-06-29,Ouarzazate,30.919,-6.893,19.1,38.0,0.0,27.6,13.0,6,Dattier,jeune,30.6,26.7,163.7,0.6,40.5,0.9,0.0,10.21,0.0,0.0,ete,18.9,204.8,arbre
2021-06-30,Ouarzazate,30.919,-6.893,19.9,39.5,0.0,35.3,13.0,6,Amandier,fin,69.6,30.3,194.5,42.0,2.3,0.65,0.0,12.17,0.0,0.0,ete,19.6,238.8,arbre
2021-07-01,Ouarzazate,30.919,-6.893,22.0,39.3,0.0,22.5,8.95,7,Grenadier,mature,67.5,32.9,45.8,86.1,121.9,0.9,0.0,26.52,0.0,0.0,ete,17.3,253.8,arbre
2021-07-04,Ouarzazate,30.919,-6.893,23.2,40.5,0.0,21.0,12.15,7,Dattier,mature,40.1,32.5,85.6,47.4,84.2,1.0,0.0,3.33,0.0,0.0,ete,17.3,217.2,arbre
2021-07-05,Ouarzazate,30.919,-6.893,24.0,38.9,0.0,46.2,7.33,7,Amandier,mature,34.4,28.8,96.7,22.3,61.0,0.9,0.0,27.37,0.0,0.0,ete,14.9,180.0,arbre
2021-07-06,Ouarzazate,30.919,-6.893,22.3,38.9,0.0,29.6,12.38,7,Grenadier,fin,70.1,30.3,35.0,10.6,10.1,0.65,0.0,18.54,0.0,0.0,ete,16.6,55.7,arbre
2021-07-09,Ouarzazate,30.919,-6.893,23.5,39.2,0.0,32.5,11.03,7,Dattier,jeune,61.1,33.1,188.5,16.1,146.0,0.9,0.0,11.18,0.0,0.0,ete,15.7,350.6,arbre
2021-07-10,Ouarzazate,30.919,-6.893,23.1,38.4,0.0,26.8,13.0,7,Amandier,fin,60.2,32.1,60.9,50.5,37.4,0.65,0.0,38.87,0.0,0.0,ete,15.3,148.8,arbre
2021-07-11,Ouarzazate,30.919,-6.893,24.7,38.0,0.0,22.9,9.28,7,Grenadier,mature,29.1,34.1,192.9,24.4,96.4,0.9,0.0,13.66,0.0,0.0,ete,13.3,313.70000000000005,arbre
2021-07-14,Ouarzazate,30.919,-6.893,21.7,39.2,0.0,21.2,11.22,7,Dattier,mature,58.4,30.1,136.9,29.9,14.8,1.0,0.0,1.38,0.0,0.0,ete,17.5,181.6,arbre
2021-07-15,Ouarzazate,30.919,-6.893,22.0,39.3,0.0,25.9,12.62,7,Amandier,fin,68.3,27.8,96.1,62.4,127.0,0.65,0.0,14.06,0.0,0.0,ete,17.3,285.5,arbre
2021-07-16,Ouarzazate,30.919,-6.893,23.8,39.7,0.0,20.1,13.0,7,Grenadier,mature,37.8,31.3,57.6,65.0,140.4,0.9,0.0,41.01,0.0,0.0,ete,15.9,263.0,arbre
2021-07-19,Ouarzazate,30.919,-6.893,22.5,38.1,0.0,29.0,13.0,7,Dattier,jeune,51.7,29.3,123.8,9.0,112.3,0.9,0.0,15.7,0.0,0.0,ete,15.6,245.1,arbre
2021-07-20,Ouarzazate,30.919,-6.893,22.6,37.7,0.0,15.3,13.0,7,Amandier,mature,73.9,32.9,178.5,64.0,98.4,0.9,0.0,7.82,0.0,0.0,ete,15.1,340.9,arbre
2021-07-21,Ouarzazate,30.919,-6.893,22.2,38.5,0.0,14.3,12.8,7,Grenadier,jeune,51.9,32.8,106.6,81.4,83.2,0.5,0.0,39.48,0.0,0.0,ete,16.3,271.2,arbre
2021-07-24,Ouarzazate,30.919,-6.893,27.2,37.6,0.0,25.2,8.43,7,Dattier,jeune,19.7,33.1,26.6,90.2,82.1,0.9,0.0,48.14,0.0,0.0,ete,10.4,198.9,arbre
2021-07-25,Ouarzazate,30.919,-6.893,24.8,38.2,0.0,28.3,11.91,7,Amandier,jeune,71.3,32.9,3.7,98.8,103.2,0.45,0.0,20.24,0.0,0.0,ete,13.4,205.7,arbre
2021-07-26,Ouarzazate,30.919,-6.893,21.5,39.3,0.0,15.3,13.0,7,Grenadier,mature,73.5,33.0,189.4,18.4,100.3,0.9,0.0,36.04,0.0,0.0,ete,17.8,308.1,arbre
2021-07-29,Ouarzazate,30.919,-6.893,23.2,37.8,0.0,20.5,9.53,7,Dattier,jeune,17.2,33.0,192.1,92.4,67.0,0.9,0.0,1.62,0.0,0.0,ete,14.6,351.5,arbre
2021-07-30,Ouarzazate,30.919,-6.893,24.2,37.8,0.0,24.0,10.8,7,Amandier,jeune,23.9,33.1,42.6,12.4,18.6,0.45,0.0,14.23,0.0,0.0,ete,13.6,73.6,arbre
2021-07-31,Ouarzazate,30.919,-6.893,23.6,37.6,0.0,26.2,10.9,7,Grenadier,jeune,31.3,31.8,65.7,82.8,63.2,0.5,0.0,11.06,0.0,0.0,ete,14.0,211.7,arbre
2021-08-03,Ouarzazate,30.919,-6.893,18.0,35.8,0.0,15.1,13.0,8,Dattier,jeune,59.4,25.7,181.8,28.1,53.1,0.9,0.0,24.63,0.0,0.0,ete,17.8,263.0,arbre
2021-08-04,Ouarzazate,30.919,-6.893,19.6,38.0,0.0,15.8,13.0,8,Amandier,mature,27.4,27.8,75.7,90.5,49.1,0.9,0.0,41.24,0.0,0.0,ete,18.4,215.3,arbre
2021-08-05,Ouarzazate,30.919,-6.893,20.2,39.0,0.0,23.8,13.0,8,Grenadier,fin,57.7,28.4,38.2,61.8,141.6,0.65,0.0,10.1,0.0,0.0,ete,18.8,241.6,arbre
2021-08-08,Ouarzazate,30.919,-6.893,20.0,37.8,0.0,17.9,13.0,8,Dattier,mature,27.6,31.7,138.9,39.0,137.3,1.0,0.0,22.52,0.0,0.0,ete,17.8,315.20000000000005,arbre
2021-08-09,Ouarzazate,30.919,-6.893,22.0,39.4,0.0,30.3,12.84,8,Amandier,fin,38.4,29.3,161.1,3.0,59.1,0.65,0.0,27.99,0.0,0.0,ete,17.4,223.2,arbre
2021-08-10,Ouarzazate,30.919,-6.893,22.0,37.8,0.0,29.6,13.0,8,Grenadier,jeune,38.5,32.0,165.1,0.9,30.4,0.5,0.0,29.84,0.0,0.0,ete,15.8,196.4,arbre
2021-08-13,Ouarzazate,30.919,-6.893,23.2,38.5,0.0,19.3,13.0,8,Dattier,fin,23.3,29.6,174.6,65.1,111.6,0.95,0.0,9.61,0.0,0.0,ete,15.3,351.29999999999995,arbre
2021-08-14,Ouarzazate,30.919,-6.893,23.3,38.8,0.0,11.3,12.81,8,Amandier,fin,58.5,31.5,142.0,93.8,26.7,0.65,0.0,17.01,0.0,0.0,ete,15.5,262.5,arbre
2021-08-15,Ouarzazate,30.919,-6.893,22.9,39.5,0.0,22.1,11.8,8,Grenadier,fin,58.5,29.2,62.1,68.8,28.1,0.65,0.0,15.65,0.0,0.0,ete,16.6,159.0,arbre
2021-08-18,Ouarzazate,30.919,-6.893,21.5,36.5,0.0,27.0,11.95,8,Dattier,jeune,60.1,28.7,99.8,4.0,64.6,0.9,0.0,36.41,0.0,0.0,ete,15.0,168.39999999999998,arbre
2021-08-19,Ouarzazate,30.919,-6.893,21.1,36.1,0.0,25.1,12.21,8,Amandier,mature,18.4,27.3,193.7,97.7,127.2,0.9,0.0,7.47,0.0,0.0,ete,15.0,418.6,arbre
2021-08-20,Ouarzazate,30.919,-6.893,19.5,37.3,0.0,23.7,12.6,8,Grenadier,fin,21.5,26.8,92.4,3.6,76.6,0.65,0.0,22.33,0.0,0.0,ete,17.8,172.6,arbre
2021-08-23,Ouarzazate,30.919,-6.893,21.7,36.9,0.0,30.0,11.81,8,Dattier,jeune,29.6,30.2,50.4,56.6,145.0,0.9,0.0,43.57,0.0,0.0,ete,15.2,252.0,arbre
2021-08-24,Ouarzazate,30.919,-6.893,22.4,35.3,0.0,30.5,10.87,8,Amandier,jeune,18.9,29.1,107.4,59.1,66.7,0.45,0.0,25.87,0.0,0.0,ete,12.9,233.2,arbre
2021-08-25,Ouarzazate,30.919,-6.893,20.0,35.2,0.0,21.1,9.35,8,Grenadier,fin,64.8,28.3,81.8,12.7,148.6,0.65,0.0,10.45,0.0,0.0,ete,15.2,243.1,arbre
2021-08-28,Ouarzazate,30.919,-6.893,21.6,38.1,0.0,27.9,12.38,8,Dattier,mature,46.0,32.4,26.8,21.5,96.2,1.0,0.0,36.81,0.0,0.0,ete,16.5,144.5,arbre
2021-08-29,Ouarzazate,30.919,-6.893,20.2,36.6,0.0,22.7,12.23,8,Amandier,fin,54.3,26.7,147.6,46.0,82.4,0.65,0.0,19.69,0.0,0.0,ete,16.4,276.0,arbre
2021-08-30,Ouarzazate,30.919,-6.893,19.5,36.1,0.0,26.3,12.48,8,Grenadier,jeune,50.9,27.4,115.6,61.6,63.9,0.5,0.0,29.52,0.0,0.0,ete,16.6,241.1,arbre
2021-09-02,Ouarzazate,30.919,-6.893,17.7,36.2,0.0,26.3,12.37,9,Dattier,fin,63.8,25.1,171.9,81.0,11.9,0.95,0.0,20.22,0.0,0.0,automne,18.5,264.8,arbre
2021-09-03,Ouarzazate,30.919,-6.893,18.0,36.8,0.0,25.5,12.23,9,Amandier,fin,31.9,27.9,43.5,67.2,149.0,0.65,0.0,49.85,0.0,0.0,automne,18.8,259.7,arbre
2021-09-04,Ouarzazate,30.919,-6.893,18.5,36.8,0.0,24.8,12.02,9,Grenadier,jeune,30.3,25.1,42.4,52.6,48.1,0.5,0.0,9.81,0.0,0.0,automne,18.3,143.1,arbre
2021-09-07,Ouarzazate,30.919,-6.893,22.3,37.4,0.0,21.3,9.64,9,Dattier,mature,34.2,32.2,36.8,81.5,78.1,1.0,0.0,48.66,0.0,0.0,automne,15.1,196.4,arbre
2021-09-08,Ouarzazate,30.919,-6.893,23.1,35.8,0.0,20.1,10.04,9,Amandier,mature,63.8,28.6,6.5,93.1,108.4,0.9,0.0,20.93,0.0,0.0,automne,12.7,208.0,arbre
2021-09-09,Ouarzazate,30.919,-6.893,20.2,35.7,0.0,26.6,11.64,9,Grenadier,mature,27.4,29.2,116.1,69.9,19.1,0.9,0.0,6.63,0.0,0.0,automne,15.5,205.1,arbre
2021-09-12,Ouarzazate,30.919,-6.893,20.4,33.3,0.0,22.9,9.39,9,Dattier,fin,64.0,28.6,196.7,7.5,85.3,0.95,0.0,3.01,0.0,0.0,automne,12.9,289.5,arbre
2021-09-13,Ouarzazate,30.919,-6.893,22.1,29.0,0.0,20.7,2.31,9,Amandier,fin,50.0,25.2,43.2,74.0,83.0,0.65,0.0,10.21,0.0,0.0,automne,6.9,200.2,arbre
2021-09-14,Ouarzazate,30.919,-6.893,17.4,25.6,5.2,26.8,6.29,9,Grenadier,mature,38.7,24.1,116.0,89.0,59.6,0.9,0.0,15.48,0.0,0.0,automne,8.2,264.6,arbre
2021-09-17,Ouarzazate,30.919,-6.893,14.2,31.3,0.0,14.3,11.46,9,Dattier,jeune,31.1,22.6,100.9,37.0,136.7,0.9,0.0,7.4,0.0,0.0,automne,17.1,274.6,arbre
2021-09-18,Ouarzazate,30.919,-6.893,15.2,32.4,0.0,19.5,11.39,9,Amandier,jeune,46.0,26.2,163.0,83.3,29.8,0.45,0.0,27.7,0.0,0.0,automne,17.2,276.1,arbre
2021-09-19,Ouarzazate,30.919,-6.893,17.5,28.6,0.0,25.6,5.66,9,Grenadier,mature,63.3,25.4,19.4,98.5,24.4,0.9,0.0,3.88,0.0,0.0,automne,11.1,142.3,arbre
2021-09-22,Ouarzazate,30.919,-6.893,15.8,33.4,0.0,28.9,11.05,9,Dattier,jeune,74.7,21.8,143.3,97.5,129.2,0.9,0.01,38.04,3804.0,0.01,automne,17.6,370.0,arbre
2021-09-23,Ouarzazate,30.919,-6.893,16.5,32.7,0.0,27.4,11.27,9,Amandier,fin,74.5,22.3,71.4,5.2,72.7,0.65,0.01,23.96,2396.0,0.01,automne,16.2,149.3,arbre
2021-09-24,Ouarzazate,30.919,-6.893,17.0,31.9,0.0,32.4,11.27,9,Grenadier,jeune,28.5,22.2,145.0,87.3,18.2,0.5,0.01,31.86,0.0,0.0,automne,14.9,250.5,arbre
2021-09-27,Ouarzazate,30.919,-6.893,18.9,34.5,0.0,24.5,11.21,9,Dattier,fin,25.3,29.3,85.6,51.6,28.3,0.95,0.01,32.02,3202.0,0.01,automne,15.6,165.5,arbre
2021-09-28,Ouarzazate,30.919,-6.893,18.6,34.3,0.0,17.7,11.22,9,Amandier,jeune,17.0,28.7,161.2,1.2,79.1,0.45,0.01,48.92,0.0,0.0,automne,15.7,241.5,arbre
2021-09-29,Ouarzazate,30.919,-6.893,18.2,33.9,0.0,21.0,10.65,9,Grenadier,mature,28.0,27.6,52.2,38.8,46.4,0.9,0.0,8.03,0.0,0.0,automne,15.7,137.4,arbre
2021-10-02,Ouarzazate,30.919,-6.893,19.1,33.8,0.0,26.0,11.16,10,Dattier,fin,46.0,27.7,174.0,40.2,84.0,0.95,0.0,4.8,0.0,0.0,automne,14.7,298.2,arbre
2021-10-03,Ouarzazate,30.919,-6.893,17.8,32.2,0.0,21.1,11.17,10,Amandier,fin,68.0,24.9,176.3,12.9,149.9,0.65,0.0,25.81,0.0,0.0,automne,14.4,339.1,arbre
2021-10-04,Ouarzazate,30.919,-6.893,15.6,31.2,0.0,15.1,11.17,10,Grenadier,jeune,28.8,22.9,174.5,13.6,122.6,0.5,0.0,14.24,0.0,0.0,automne,15.6,310.7,arbre
2021-10-07,Ouarzazate,30.919,-6.893,18.4,32.8,0.0,24.5,11.04,10,Dattier,fin,69.6,25.1,44.3,2.4,67.3,0.95,0.0,25.78,0.0,0.0,automne,14.4,114.0,arbre
2021-10-08,Ouarzazate,30.919,-6.893,15.9,31.4,0.0,16.2,11.12,10,Amandier,mature,63.0,25.6,85.9,92.8,46.8,0.9,0.0,42.48,0.0,0.0,automne,15.5,225.5,arbre
2021-10-09,Ouarzazate,30.919,-6.893,15.7,31.0,0.0,15.9,11.04,10,Grenadier,fin,26.3,23.4,160.4,84.2,143.0,0.65,0.0,44.1,0.0,0.0,automne,15.3,387.6,arbre
2021-10-12,Ouarzazate,30.919,-6.893,14.8,29.8,0.0,24.3,11.0,10,Dattier,mature,58.7,24.1,178.2,98.9,47.3,1.0,0.0,48.73,0.0,0.0,automne,15.0,324.40000000000003,arbre
2021-10-13,Ouarzazate,30.919,-6.893,12.8,29.1,0.0,13.0,10.98,10,Amandier,fin,30.3,18.0,164.2,90.7,43.4,0.65,0.0,28.24,0.0,0.0,automne,16.3,298.29999999999995,arbre
