date,region,latitude,longitude,temperature,humidite_air,precipitations,rayonnement,vitesse_vent,evapotranspiration,humidite_sol,type_sol,type_plante,stade_croissance,besoin_eau_annuel_mm,besoin_eau_journalier_mm
2022-08-31,beni_mellal_khenifra,32.37,-6.36,29.91,35.85,0.55,22.17,1.93,0.0,61.6,argilo-limoneux,maïs,maturité,650,0.0
2022-09-01,beni_mellal_khenifra,32.37,-6.36,29.82,37.93,0.4,21.04,2.5,0.0,38.6,limoneux,pomme_de_terre,maturité,500,0.0
2022-09-02,beni_mellal_khenifra,32.37,-6.36,28.37,41.05,1.34,18.12,1.56,0.0,21.6,calcaire,pomme_de_terre,germination,500,0.0
2022-09-03,beni_mellal_khenifra,32.37,-6.36,26.72,46.42,0.08,23.78,2.1,0.0,46.1,sableux,olivier,repos,600,0.0
2022-09-04,beni_mellal_khenifra,32.37,-6.36,25.75,41.46,0.0,24.69,2.06,0.0,38.2,calcaire,olivier,repos,600,0.0
2022-09-05,beni_mellal_khenifra,32.37,-6.36,25.99,35.72,0.0,25.03,2.08,0.0,41.4,limoneux,blé,tallage,350,0.0
2022-09-06,beni_mellal_khenifra,32.37,-6.36,26.06,36.48,0.0,18.38,1.64,0.0,25.0,argilo-limoneux,betterave,grossissement,450,0.0
2022-09-07,beni_mellal_khenifra,32.37,-6.36,25.89,37.21,0.0,24.21,1.96,0.0,69.2,calcaire,betterave,germination,450,0.0
2022-09-08,beni_mellal_khenifra,32.37,-6.36,27.17,30.65,0.19,23.86,1.67,0.0,58.4,argileux,olivier,maturité,600,0.0
2022-09-09,beni_mellal_khenifra,32.37,-6.36,28.96,28.59,0.37,21.57,1.64,0.0,71.3,calcaire,blé,tallage,350,0.0
2022-09-10,beni_mellal_khenifra,32.37,-6.36,29.59,29.06,0.33,20.99,2.13,0.0,39.8,argilo-limoneux,pomme_de_terre,croissance,500,0.0
2022-09-11,beni_mellal_khenifra,32.37,-6.36,29.58,30.62,2.85,19.43,2.61,0.0,42.2,sableux,olivier,repos,600,0.0
2022-09-12,beni_mellal_khenifra,32.37,-6.36,27.69,35.83,0.03,16.42,2.18,0.0,30.0,argileux,maïs,maturité,650,0.0
2022-09-13,beni_mellal_khenifra,32.37,-6.36,24.3,47.8,0.0,18.38,2.02,0.01,21.8,argileux,maïs,germination,650,0.0
2022-09-14,beni_mellal_khenifra,32.37,-6.36,22.2,53.95,0.0,22.39,2.28,0.0,46.4,argileux,olivier,fructification,600,0.0
2022-09-15,beni_mellal_khenifra,32.37,-6.36,21.89,56.44,0.0,22.05,2.19,0.0,48.0,argilo-limoneux,olivier,floraison,600,0.0
2022-09-16,beni_mellal_khenifra,32.37,-6.36,22.49,53.36,0.0,22.83,2.28,0.0,48.9,limoneux,blé,tallage,350,0.0
2022-09-17,beni_mellal_khenifra,32.37,-6.36,23.41,52.1,0.0,22.34,2.12,0.0,25.7,sableux,maïs,croissance,650,0.0
2022-09-18,beni_mellal_khenifra,32.37,-6.36,24.41,48.06,0.02,19.36,1.62,0.0,33.6,limoneux,blé,maturité,350,0.0
2022-09-19,beni_mellal_khenifra,32.37,-6.36,23.94,52.32,0.02,21.96,1.74,0.0,22.1,sableux,olivier,fructification,600,0.0
2022-09-20,beni_mellal_khenifra,32.37,-6.36,23.89,49.74,0.11,13.89,1.08,0.0,52.4,argileux,maïs,croissance,650,0.0
2022-09-21,beni_mellal_khenifra,32.37,-6.36,23.94,47.65,0.07,21.67,1.85,0.0,44.9,argilo-limoneux,betterave,germination,450,0.0
2022-09-22,beni_mellal_khenifra,32.37,-6.36,22.88,53.36,0.04,22.03,1.58,0.0,68.0,calcaire,olivier,repos,600,0.0
2022-09-23,beni_mellal_khenifra,32.37,-6.36,24.2,43.15,0.0,22.5,1.75,0.0,54.6,calcaire,maïs,croissance,650,0.0
2022-09-24,beni_mellal_khenifra,32.37,-6.36,23.65,49.26,0.05,19.71,1.85,0.0,19.8,argilo-limoneux,olivier,maturité,600,0.0
2022-09-25,beni_mellal_khenifra,32.37,-6.36,19.19,70.12,10.74,7.79,1.97,0.0,67.9,sableux,pomme_de_terre,germination,500,0.0
2022-09-26,beni_mellal_khenifra,32.37,-6.36,18.32,70.71,1.41,11.01,1.61,0.0,26.1,argileux,betterave,croissance,450,0.0
2022-09-27,beni_mellal_khenifra,32.37,-6.36,18.83,55.98,0.04,21.78,1.43,0.01,23.7,argileux,blé,épiaison,350,0.0
2022-09-28,beni_mellal_khenifra,32.37,-6.36,17.94,49.47,0.11,23.16,1.29,0.0,70.2,limoneux,blé,épiaison,350,0.0
2022-09-29,beni_mellal_khenifra,32.37,-6.36,17.08,58.95,0.18,19.0,1.39,0.0,74.6,argilo-limoneux,blé,germination,350,0.0
2022-09-30,beni_mellal_khenifra,32.37,-6.36,16.43,64.88,0.7,18.92,1.81,0.0,54.7,calcaire,maïs,floraison,650,0.0
2022-10-01,beni_mellal_khenifra,32.37,-6.36,19.56,46.41,0.02,20.91,1.6,0.0,60.0,argilo-limoneux,pomme_de_terre,croissance,500,0.0
2022-10-02,beni_mellal_khenifra,32.37,-6.36,21.59,36.52,0.0,16.03,2.57,0.0,61.1,argileux,betterave,germination,450,0.0
2022-10-03,beni_mellal_khenifra,32.37,-6.36,22.73,33.72,0.0,16.97,1.82,0.0,64.2,argilo-limoneux,betterave,grossissement,450,0.0
2022-10-04,beni_mellal_khenifra,32.37,-6.36,22.75,32.53,0.0,18.67,1.54,0.0,43.2,limoneux,olivier,repos,600,0.0
2022-10-05,beni_mellal_khenifra,32.37,-6.36,22.05,32.77,0.05,19.37,1.64,0.0,46.6,limoneux,blé,épiaison,350,0.0
2022-10-06,beni_mellal_khenifra,32.37,-6.36,23.33,32.96,0.24,19.37,1.53,0.0,51.7,sableux,pomme_de_terre,croissance,500,0.0
2022-10-07,beni_mellal_khenifra,32.37,-6.36,24.69,34.29,2.27,18.67,1.8,0.0,58.4,argilo-limoneux,blé,germination,350,0.0
2022-10-08,beni_mellal_khenifra,32.37,-6.36,23.68,47.81,3.92,15.54,2.44,0.0,51.5,argilo-limoneux,pomme_de_terre,tubérisation,500,0.0
2022-10-09,beni_mellal_khenifra,32.37,-6.36,22.6,49.61,2.95,14.35,1.92,0.0,49.5,calcaire,betterave,grossissement,450,0.0
2022-10-10,beni_mellal_khenifra,32.37,-6.36,20.35,63.69,1.4,17.06,1.19,0.0,51.9,sableux,pomme_de_terre,tubérisation,500,0.0
2022-10-11,beni_mellal_khenifra,32.37,-6.36,18.16,70.82,4.5,11.99,1.74,0.0,63.5,argilo-limoneux,olivier,maturité,600,0.0
2022-10-12,beni_mellal_khenifra,32.37,-6.36,16.82,76.97,8.54,8.23,2.14,0.01,73.8,limoneux,pomme_de_terre,croissance,500,0.0
2022-10-13,beni_mellal_khenifra,32.37,-6.36,18.48,55.88,0.52,18.84,1.29,0.03,42.9,argileux,blé,germination,350,0.0
2022-10-14,beni_mellal_khenifra,32.37,-6.36,20.9,46.74,0.31,17.88,1.81,0.02,74.9,calcaire,blé,tallage,350,0.0
2022-10-15,beni_mellal_khenifra,32.37,-6.36,22.82,48.57,0.25,15.2,1.45,0.01,36.0,limoneux,olivier,repos,600,0.0
2022-10-16,beni_mellal_khenifra,32.37,-6.36,21.89,44.01,1.78,8.02,1.95,0.01,56.4,sableux,maïs,germination,650,0.0
2022-10-17,beni_mellal_khenifra,32.37,-6.36,23.68,38.94,0.02,16.21,2.27,0.02,33.0,limoneux,betterave,germination,450,0.0
2022-10-18,beni_mellal_khenifra,32.37,-6.36,23.94,39.2,0.0,15.76,1.61,0.01,21.8,argileux,pomme_de_terre,tubérisation,500,0.01
2022-10-19,beni_mellal_khenifra,32.37,-6.36,23.3,39.67,0.0,16.26,1.67,0.01,58.5,argilo-limoneux,betterave,grossissement,450,0.01
2022-10-20,beni_mellal_khenifra,32.37,-6.36,22.95,41.26,0.0,16.79,1.82,0.01,26.6,sableux,pomme_de_terre,germination,500,0.01
2022-10-21,beni_mellal_khenifra,32.37,-6.36,22.92,39.6,0.0,17.89,1.77,0.0,62.8,argilo-limoneux,betterave,maturité,450,0.0
2022-10-22,beni_mellal_khenifra,32.37,-6.36,21.91,36.4,0.0,17.52,1.98,0.0,52.6,sableux,maïs,maturité,650,0.0
2022-10-23,beni_mellal_khenifra,32.37,-6.36,20.65,31.38,0.0,17.19,1.61,0.0,62.0,argilo-limoneux,pomme_de_terre,tubérisation,500,0.0
2022-10-24,beni_mellal_khenifra,32.37,-6.36,21.61,26.38,0.0,16.27,1.82,0.0,33.0,calcaire,olivier,repos,600,0.0
2022-10-25,beni_mellal_khenifra,32.37,-6.36,22.35,27.2,0.0,14.65,1.87,0.0,49.6,sableux,betterave,germination,450,0.0
2022-10-26,beni_mellal_khenifra,32.37,-6.36,23.25,26.05,0.0,17.09,1.53,0.0,73.2,argileux,betterave,grossissement,450,0.0
2022-10-27,beni_mellal_khenifra,32.37,-6.36,22.41,25.7,0.0,17.53,1.22,0.0,74.0,limoneux,betterave,germination,450,0.0
2022-10-28,beni_mellal_khenifra,32.37,-6.36,21.73,21.55,0.0,17.42,1.48,0.0,51.3,calcaire,pomme_de_terre,croissance,500,0.0
2022-10-29,beni_mellal_khenifra,32.37,-6.36,21.0,24.46,0.0,13.06,1.6,0.0,57.3,limoneux,maïs,germination,650,0.0
2022-10-30,beni_mellal_khenifra,32.37,-6.36,22.29,25.46,0.0,13.16,1.13,0.0,39.8,limoneux,betterave,germination,450,0.0
2022-10-31,beni_mellal_khenifra,32.37,-6.36,21.14,25.85,0.0,16.27,1.51,0.0,42.1,limoneux,olivier,floraison,600,0.0
2022-11-01,beni_mellal_khenifra,32.37,-6.36,21.39,29.38,0.0,9.43,1.2,0.0,33.1,calcaire,betterave,croissance,450,0.0
2022-11-02,beni_mellal_khenifra,32.37,-6.36,19.97,35.27,0.0,15.91,1.64,0.0,61.7,argileux,blé,épiaison,350,0.0
2022-11-03,beni_mellal_khenifra,32.37,-6.36,19.15,37.8,0.0,16.35,1.54,0.0,16.5,calcaire,blé,maturité,350,0.0
2022-11-04,beni_mellal_khenifra,32.37,-6.36,19.17,40.98,0.0,16.48,1.31,0.0,35.4,sableux,olivier,floraison,600,0.0
2022-11-05,beni_mellal_khenifra,32.37,-6.36,19.79,37.34,0.01,16.47,1.2,0.0,23.6,limoneux,olivier,fructification,600,0.0
2022-11-06,beni_mellal_khenifra,32.37,-6.36,19.94,41.11,0.02,16.07,1.29,0.0,58.5,sableux,blé,tallage,350,0.0
2022-11-07,beni_mellal_khenifra,32.37,-6.36,19.65,38.74,0.0,15.79,1.67,0.0,22.0,calcaire,olivier,maturité,600,0.0
2022-11-08,beni_mellal_khenifra,32.37,-6.36,18.96,31.56,0.0,10.64,1.39,0.0,67.3,calcaire,betterave,germination,450,0.0
2022-11-09,beni_mellal_khenifra,32.37,-6.36,17.56,41.2,0.01,13.63,1.49,0.0,21.2,argileux,betterave,maturité,450,0.0
2022-11-10,beni_mellal_khenifra,32.37,-6.36,17.59,39.96,0.0,15.56,1.22,0.0,60.5,calcaire,betterave,germination,450,0.0
2022-11-11,beni_mellal_khenifra,32.37,-6.36,17.43,28.88,0.0,15.45,1.89,0.0,26.6,sableux,maïs,floraison,650,0.0
2022-11-12,beni_mellal_khenifra,32.37,-6.36,18.58,27.37,0.0,14.92,2.41,0.0,55.3,argilo-limoneux,betterave,grossissement,450,0.0
2022-11-13,beni_mellal_khenifra,32.37,-6.36,18.46,29.82,0.02,14.53,1.73,0.0,31.4,sableux,betterave,croissance,450,0.0
2022-11-14,beni_mellal_khenifra,32.37,-6.36,18.34,25.76,0.0,14.28,1.45,0.0,47.6,sableux,blé,germination,350,0.0
2022-11-15,beni_mellal_khenifra,32.37,-6.36,17.61,30.1,0.01,12.09,1.5,0.0,23.5,limoneux,pomme_de_terre,tubérisation,500,0.0
2022-11-16,beni_mellal_khenifra,32.37,-6.36,15.95,32.04,0.0,11.23,1.72,0.0,19.3,sableux,betterave,croissance,450,0.0
2022-11-17,beni_mellal_khenifra,32.37,-6.36,15.23,40.0,0.1,15.14,1.44,0.0,41.6,calcaire,pomme_de_terre,tubérisation,500,0.0
2022-11-18,beni_mellal_khenifra,32.37,-6.36,13.19,72.88,2.25,10.48,2.01,0.0,69.2,argilo-limoneux,maïs,germination,650,0.0
2022-11-19,beni_mellal_khenifra,32.37,-6.36,10.91,61.28,0.04,15.08,1.58,0.0,18.2,argilo-limoneux,blé,germination,350,0.0
2022-11-20,beni_mellal_khenifra,32.37,-6.36,12.81,48.67,0.01,14.71,1.37,0.0,57.3,sableux,olivier,maturité,600,0.0
2022-11-21,beni_mellal_khenifra,32.37,-6.36,14.56,42.73,0.03,14.63,1.49,0.0,36.3,calcaire,pomme_de_terre,maturité,500,0.0
2022-11-22,beni_mellal_khenifra,32.37,-6.36,14.68,50.68,0.01,13.44,1.01,0.0,19.7,calcaire,betterave,croissance,450,0.0
2022-11-23,beni_mellal_khenifra,32.37,-6.36,17.26,34.57,0.0,14.27,1.32,0.0,63.8,argileux,olivier,floraison,600,0.0
2022-11-24,beni_mellal_khenifra,32.37,-6.36,17.34,37.01,0.09,10.92,1.37,0.0,33.6,argilo-limoneux,olivier,repos,600,0.0
2022-11-25,beni_mellal_khenifra,32.37,-6.36,17.24,38.59,0.06,13.35,1.08,0.0,71.8,sableux,olivier,maturité,600,0.0
2022-11-26,beni_mellal_khenifra,32.37,-6.36,18.21,24.82,0.0,14.35,1.23,0.0,38.5,limoneux,maïs,floraison,650,0.0
2022-11-27,beni_mellal_khenifra,32.37,-6.36,17.22,27.25,0.02,14.44,1.45,0.0,44.3,argilo-limoneux,betterave,grossissement,450,0.0
2022-11-28,beni_mellal_khenifra,32.37,-6.36,15.15,38.16,0.14,14.55,1.28,0.0,36.1,argileux,blé,maturité,350,0.0
2022-11-29,beni_mellal_khenifra,32.37,-6.36,15.27,18.89,0.0,14.57,1.2,0.0,61.1,limoneux,olivier,floraison,600,0.0
2022-11-30,beni_mellal_khenifra,32.37,-6.36,14.09,19.39,0.0,14.14,1.45,0.0,21.2,calcaire,pomme_de_terre,croissance,500,0.0
2022-12-01,beni_mellal_khenifra,32.37,-6.36,10.96,57.84,12.82,7.6,1.79,0.0,54.0,calcaire,blé,épiaison,350,0.0
2022-12-02,beni_mellal_khenifra,32.37,-6.36,11.26,84.84,8.86,7.13,1.53,0.01,50.4,argilo-limoneux,betterave,maturité,450,0.0
2022-12-03,beni_mellal_khenifra,32.37,-6.36,11.06,75.75,0.92,11.25,1.41,0.01,24.5,calcaire,maïs,croissance,650,0.0
2022-12-04,beni_mellal_khenifra,32.37,-6.36,12.26,56.09,0.04,12.88,1.21,0.02,35.4,argileux,olivier,maturité,600,0.0
2022-12-05,beni_mellal_khenifra,32.37,-6.36,14.17,60.55,2.89,6.37,2.86,0.02,49.0,argilo-limoneux,pomme_de_terre,maturité,500,0.0
2022-12-06,beni_mellal_khenifra,32.37,-6.36,13.0,76.83,2.31,9.85,1.43,0.01,54.8,sableux,betterave,croissance,450,0.0
2022-12-07,beni_mellal_khenifra,32.37,-6.36,14.31,54.24,0.41,10.16,1.3,0.02,50.5,argileux,blé,maturité,350,0.0
2022-12-08,beni_mellal_khenifra,32.37,-6.36,13.67,71.15,4.97,5.93,2.01,0.01,20.9,calcaire,olivier,fructification,600,0.0
2022-12-09,beni_mellal_khenifra,32.37,-6.36,12.77,90.14,15.34,3.51,3.25,0.02,72.4,limoneux,olivier,floraison,600,0.0
2022-12-10,beni_mellal_khenifra,32.37,-6.36,12.27,79.25,4.33,8.99,2.31,0.05,61.3,calcaire,blé,germination,350,0.0
2022-12-11,beni_mellal_khenifra,32.37,-6.36,13.42,76.28,3.57,6.21,1.59,0.04,53.7,argilo-limoneux,olivier,fructification,600,0.0
2022-12-12,beni_mellal_khenifra,32.37,-6.36,13.81,81.79,0.37,9.66,1.58,0.06,64.0,sableux,blé,germination,350,0.0
2022-12-13,beni_mellal_khenifra,32.37,-6.36,14.88,76.31,0.62,7.7,1.87,0.07,54.7,sableux,pomme_de_terre,germination,500,0.0
2022-12-14,beni_mellal_khenifra,32.37,-6.36,14.0,76.65,13.61,7.38,2.52,0.04,51.9,argilo-limoneux,olivier,fructification,600,0.0
2022-12-15,beni_mellal_khenifra,32.37,-6.36,10.44,91.0,14.81,6.45,4.17,0.04,55.9,sableux,olivier,floraison,600,0.0
2022-12-16,beni_mellal_khenifra,32.37,-6.36,10.44,85.37,5.36,9.97,1.92,0.1,62.7,calcaire,betterave,grossissement,450,0.0
2022-12-17,beni_mellal_khenifra,32.37,-6.36,11.16,75.02,0.35,12.69,1.07,0.18,74.4,limoneux,betterave,maturité,450,0.0
2022-12-18,beni_mellal_khenifra,32.37,-6.36,12.8,53.7,0.0,12.9,1.42,0.21,74.2,calcaire,pomme_de_terre,germination,500,0.1
2022-12-19,beni_mellal_khenifra,32.37,-6.36,13.62,50.49,0.0,12.87,1.19,0.22,18.7,limoneux,olivier,floraison,600,0.15
2022-12-20,beni_mellal_khenifra,32.37,-6.36,13.12,51.48,0.0,12.61,1.06,0.18,57.2,argileux,pomme_de_terre,germination,500,0.09
2022-12-21,beni_mellal_khenifra,32.37,-6.36,12.53,57.04,0.01,12.79,1.24,0.19,66.9,limoneux,betterave,germination,450,0.06
2022-12-22,beni_mellal_khenifra,32.37,-6.36,14.12,56.74,0.06,12.48,1.15,0.21,38.7,calcaire,maïs,maturité,650,0.07
2022-12-23,beni_mellal_khenifra,32.37,-6.36,14.67,51.39,0.0,12.7,1.16,0.21,37.9,argilo-limoneux,betterave,maturité,450,0.15
2022-12-24,beni_mellal_khenifra,32.37,-6.36,14.23,50.13,0.0,12.93,1.29,0.18,43.5,sableux,pomme_de_terre,croissance,500,0.14
2022-12-25,beni_mellal_khenifra,32.37,-6.36,12.44,49.0,0.0,11.37,1.2,0.17,65.4,limoneux,maïs,maturité,650,0.1
2022-12-26,beni_mellal_khenifra,32.37,-6.36,11.49,47.77,0.0,12.54,1.52,0.18,23.1,sableux,maïs,floraison,650,0.22
2022-12-27,beni_mellal_khenifra,32.37,-6.36,11.68,46.71,0.0,12.1,1.94,0.18,58.3,sableux,blé,germination,350,0.05
2022-12-28,beni_mellal_khenifra,32.37,-6.36,10.75,53.7,0.0,12.14,1.45,0.14,20.1,sableux,olivier,maturité,600,0.1
2022-12-29,beni_mellal_khenifra,32.37,-6.36,11.32,43.87,0.0,13.25,1.27,0.13,70.8,calcaire,olivier,maturité,600,0.09
2022-12-30,beni_mellal_khenifra,32.37,-6.36,12.66,37.79,0.0,13.41,1.22,0.14,45.6,argilo-limoneux,pomme_de_terre,croissance,500,0.11
2022-12-31,beni_mellal_khenifra,32.37,-6.36,13.06,46.6,0.0,4.6,1.13,0.1,36.3,argilo-limoneux,pomme_de_terre,maturité,500,0.08
2023-01-01,beni_mellal_khenifra,32.37,-6.36,12.66,46.01,0.0,8.9,1.29,0.12,15.4,calcaire,maïs,maturité,650,0.07
2023-01-02,beni_mellal_khenifra,32.37,-6.36,11.72,49.91,0.0,12.73,1.17,0.12,31.2,calcaire,olivier,floraison,600,0.08
2023-01-03,beni_mellal_khenifra,32.37,-6.36,11.64,54.96,0.03,11.62,1.09,0.11,73.7,argileux,pomme_de_terre,tubérisation,500,0.1
2023-01-04,beni_mellal_khenifra,32.37,-6.36,11.53,49.24,0.0,12.58,1.11,0.11,21.8,limoneux,pomme_de_terre,maturité,500,0.08
2023-01-05,beni_mellal_khenifra,32.37,-6.36,11.1,43.31,0.0,13.58,1.23,0.11,58.8,sableux,olivier,repos,600,0.07
2023-01-06,beni_mellal_khenifra,32.37,-6.36,10.55,53.85,0.01,13.52,1.22,0.09,46.0,argilo-limoneux,pomme_de_terre,tubérisation,500,0.09
2023-01-07,beni_mellal_khenifra,32.37,-6.36,10.5,50.77,0.0,13.56,1.15,0.08,43.3,sableux,pomme_de_terre,germination,500,0.04
2023-01-08,beni_mellal_khenifra,32.37,-6.36,10.37,50.8,0.03,13.54,1.25,0.08,18.2,calcaire,blé,épiaison,350,0.06
2023-01-09,beni_mellal_khenifra,32.37,-6.36,10.9,65.68,0.1,12.96,1.16,0.07,42.2,argilo-limoneux,betterave,germination,450,0.0
2023-01-10,beni_mellal_khenifra,32.37,-6.36,13.05,53.25,0.03,14.0,0.96,0.1,36.2,argilo-limoneux,olivier,fructification,600,0.04
2023-01-11,beni_mellal_khenifra,32.37,-6.36,11.35,69.48,0.38,10.95,0.94,0.04,17.1,sableux,betterave,grossissement,450,0.0
2023-01-12,beni_mellal_khenifra,32.37,-6.36,10.24,72.48,1.94,12.05,0.87,0.05,30.6,calcaire,pomme_de_terre,tubérisation,500,0.0
2023-01-13,beni_mellal_khenifra,32.37,-6.36,11.4,56.55,0.01,13.92,1.23,0.09,18.1,calcaire,olivier,floraison,600,0.05
2023-01-14,beni_mellal_khenifra,32.37,-6.36,12.09,47.85,0.0,14.25,1.07,0.1,44.1,limoneux,betterave,germination,450,0.03
2023-01-15,beni_mellal_khenifra,32.37,-6.36,11.4,50.47,0.0,14.33,1.47,0.08,30.1,limoneux,maïs,germination,650,0.02
2023-01-16,beni_mellal_khenifra,32.37,-6.36,10.32,58.95,0.07,14.56,0.96,0.07,66.5,limoneux,pomme_de_terre,tubérisation,500,0.01
2023-01-17,beni_mellal_khenifra,32.37,-6.36,8.58,74.21,0.32,14.02,1.64,0.05,25.5,calcaire,blé,germination,350,0.0
2023-01-18,beni_mellal_khenifra,32.37,-6.36,7.71,89.59,3.62,8.92,1.68,0.02,37.2,argilo-limoneux,pomme_de_terre,croissance,500,0.0
2023-01-19,beni_mellal_khenifra,32.37,-6.36,6.05,65.3,0.06,15.32,1.33,0.06,44.1,sableux,maïs,floraison,650,0.01
2023-01-20,beni_mellal_khenifra,32.37,-6.36,8.0,54.75,0.01,15.21,1.26,0.07,74.0,limoneux,pomme_de_terre,germination,500,0.03
2023-01-21,beni_mellal_khenifra,32.37,-6.36,9.12,72.21,0.16,12.99,0.97,0.06,60.2,argilo-limoneux,maïs,croissance,650,0.0
2023-01-22,beni_mellal_khenifra,32.37,-6.36,9.33,77.26,0.11,14.14,1.15,0.06,54.6,sableux,olivier,maturité,600,0.0
2023-01-23,beni_mellal_khenifra,32.37,-6.36,7.79,64.83,0.01,15.38,1.2,0.06,59.1,calcaire,maïs,croissance,650,0.03
2023-01-24,beni_mellal_khenifra,32.37,-6.36,5.76,53.51,0.0,15.64,1.15,0.04,60.3,limoneux,betterave,germination,450,0.01
2023-01-25,beni_mellal_khenifra,32.37,-6.36,4.07,62.75,0.32,13.79,1.01,0.02,42.8,sableux,blé,germination,350,0.0
2023-01-26,beni_mellal_khenifra,32.37,-6.36,4.61,56.22,0.09,15.99,1.33,0.04,59.8,argilo-limoneux,olivier,fructification,600,0.0
2023-01-27,beni_mellal_khenifra,32.37,-6.36,3.04,89.8,5.8,7.03,1.87,0.01,56.0,argilo-limoneux,pomme_de_terre,croissance,500,0.0
2023-01-28,beni_mellal_khenifra,32.37,-6.36,3.2,80.72,0.99,9.37,1.27,0.02,23.7,limoneux,olivier,maturité,600,0.0
2023-01-29,beni_mellal_khenifra,32.37,-6.36,5.73,54.39,0.0,15.59,0.94,0.05,70.6,limoneux,olivier,repos,600,0.03
2023-01-30,beni_mellal_khenifra,32.37,-6.36,6.2,51.98,0.12,13.81,1.32,0.05,72.7,limoneux,olivier,maturité,600,0.0
2023-01-31,beni_mellal_khenifra,32.37,-6.36,7.1,48.2,0.0,14.47,1.16,0.07,53.2,calcaire,blé,germination,350,0.02
2023-02-01,beni_mellal_khenifra,32.37,-6.36,6.78,46.81,0.02,15.94,1.11,0.06,31.2,limoneux,olivier,fructification,600,0.02
2023-02-02,beni_mellal_khenifra,32.37,-6.36,6.12,43.62,0.02,16.55,1.29,0.06,38.5,calcaire,blé,épiaison,350,0.05
2023-02-03,beni_mellal_khenifra,32.37,-6.36,7.09,34.1,0.0,16.47,1.13,0.08,35.2,calcaire,maïs,croissance,650,0.06
2023-02-04,beni_mellal_khenifra,32.37,-6.36,7.7,42.95,0.0,16.31,1.16,0.07,15.6,calcaire,maïs,floraison,650,0.08
2023-02-05,beni_mellal_khenifra,32.37,-6.36,8.7,42.03,0.0,14.67,1.05,0.07,39.7,argileux,blé,germination,350,0.02
2023-02-06,beni_mellal_khenifra,32.37,-6.36,8.32,48.0,0.0,16.79,1.37,0.07,36.1,argilo-limoneux,pomme_de_terre,germination,500,0.04
2023-02-07,beni_mellal_khenifra,32.37,-6.36,7.99,56.7,0.18,14.1,0.97,0.04,17.0,sableux,betterave,grossissement,450,0.0
2023-02-08,beni_mellal_khenifra,32.37,-6.36,7.62,62.53,0.04,16.2,1.46,0.05,71.3,argileux,pomme_de_terre,germination,500,0.0
2023-02-09,beni_mellal_khenifra,32.37,-6.36,10.32,41.85,0.0,17.09,1.05,0.08,20.2,argileux,maïs,germination,650,0.02
2023-02-10,beni_mellal_khenifra,32.37,-6.36,9.49,52.64,0.18,7.2,1.67,0.03,54.4,argilo-limoneux,pomme_de_terre,croissance,500,0.0
2023-02-11,beni_mellal_khenifra,32.37,-6.36,11.23,55.53,0.09,15.35,1.01,0.09,56.7,argileux,pomme_de_terre,croissance,500,0.0
2023-02-12,beni_mellal_khenifra,32.37,-6.36,11.3,54.64,0.0,17.32,1.15,0.08,54.6,argilo-limoneux,betterave,grossissement,450,0.1
2023-02-13,beni_mellal_khenifra,32.37,-6.36,13.11,50.39,0.55,11.98,1.17,0.08,61.2,limoneux,blé,maturité,350,0.0
2023-02-14,beni_mellal_khenifra,32.37,-6.36,11.58,75.55,1.69,7.09,1.36,0.04,61.8,sableux,betterave,grossissement,450,0.0
2023-02-15,beni_mellal_khenifra,32.37,-6.36,10.18,70.78,5.14,12.01,1.36,0.05,38.3,argilo-limoneux,betterave,germination,450,0.0
2023-02-16,beni_mellal_khenifra,32.37,-6.36,9.1,72.71,3.71,6.93,1.48,0.03,25.7,limoneux,blé,épiaison,350,0.0
2023-02-17,beni_mellal_khenifra,32.37,-6.36,10.52,65.54,4.9,5.11,2.81,0.06,51.6,sableux,blé,maturité,350,0.0
2023-02-18,beni_mellal_khenifra,32.37,-6.36,12.06,54.21,0.4,15.42,2.77,0.09,23.6,argileux,maïs,maturité,650,0.0
2023-02-19,beni_mellal_khenifra,32.37,-6.36,12.45,49.41,0.03,13.84,2.13,0.13,53.6,calcaire,olivier,floraison,600,0.06
2023-02-20,beni_mellal_khenifra,32.37,-6.36,14.34,52.42,0.22,16.47,1.76,0.14,17.1,argileux,olivier,fructification,600,0.0
2023-02-21,beni_mellal_khenifra,32.37,-6.36,14.78,52.25,0.44,15.62,1.46,0.11,16.1,argilo-limoneux,blé,épiaison,350,0.0
2023-02-22,beni_mellal_khenifra,32.37,-6.36,14.71,56.25,0.08,17.29,1.11,0.12,71.0,argileux,olivier,floraison,600,0.0
2023-02-23,beni_mellal_khenifra,32.37,-6.36,13.94,61.31,2.39,11.5,0.99,0.09,57.0,sableux,olivier,fructification,600,0.0
2023-02-24,beni_mellal_khenifra,32.37,-6.36,6.93,81.95,9.54,6.07,1.78,0.03,57.5,calcaire,olivier,repos,600,0.0
2023-02-25,beni_mellal_khenifra,32.37,-6.36,6.17,78.32,1.2,12.88,1.84,0.06,39.2,argilo-limoneux,olivier,maturité,600,0.0
2023-02-26,beni_mellal_khenifra,32.37,-6.36,7.2,92.11,23.05,9.05,2.71,0.02,38.1,argileux,blé,tallage,350,0.0
2023-02-27,beni_mellal_khenifra,32.37,-6.36,8.54,84.75,10.92,12.86,1.9,0.16,47.1,calcaire,olivier,repos,600,0.0
2023-02-28,beni_mellal_khenifra,32.37,-6.36,8.85,81.29,3.2,10.47,1.65,0.28,39.0,limoneux,betterave,grossissement,450,0.0
